TRANSACTION_ID,STORE_ID,TRANSACTION_DATE,PRODUCT_ID,QUANTITY,DISCOUNT_PERCENT
112369,106,7/21/2024,P_048,4,15
112370,106,7/28/2024,P_016,3,0
112371,104,07-03-2024,P_029,2,15
112372,103,7/22/2024,P_049,4,0
112373,106,07-08-2024,P_025,2,10
112374,106,7/13/2024,P_030,3,20
112375,102,07-07-2024,P_011,2,10
112376,104,07-10-2024,P_017,4,10
112377,108,07-04-2024,P_031,1,0
112377,105,07-04-2024,P_018,5,0
112378,104,07-08-2024,P_048,5,10
112379,105,7/21/2024,P_027,3,10
112379,102,7/21/2024,P_043,3,15
112380,105,7/16/2024,P_041,3,20
112380,105,7/16/2024,P_023,1,5
112381,107,7/30/2024,P_029,5,20
112381,104,7/30/2024,P_033,5,5
112382,103,07-10-2024,P_037,5,20
112383,105,7/21/2024,P_002,1,0
112383,103,7/21/2024,P_050,5,0
112384,105,7/20/2024,P_037,3,10
112385,105,7/28/2024,P_044,3,20
112386,101,07-01-2024,P_027,4,5
112387,103,07-12-2024,P_036,3,0
112388,102,7/20/2024,P_037,3,20
112388,101,7/20/2024,P_002,2,20
112388,101,7/20/2024,P_024,5,15
112389,101,7/28/2024,P_002,3,10
112390,107,7/13/2024,P_016,1,20
112391,104,07-06-2024,P_035,4,20
112391,101,07-06-2024,P_026,2,15
112391,106,07-06-2024,P_030,4,10
112392,102,07-05-2024,P_005,1,10
112393,104,7/27/2024,P_049,2,20
112394,108,7/28/2024,P_015,1,5
112395,101,7/13/2024,P_025,5,15
112395,106,7/13/2024,P_014,3,10
112396,106,07-12-2024,P_002,5,10
112397,104,7/17/2024,P_028,3,10
112397,106,7/17/2024,P_006,2,5
112398,102,07-09-2024,P_044,5,5
112398,104,07-09-2024,P_012,2,0
112399,101,7/16/2024,P_040,3,5
112399,108,7/16/2024,P_044,5,0
112399,107,7/16/2024,P_013,5,0
112400,101,7/16/2024,P_038,2,15
112401,101,7/26/2024,P_032,1,15
112402,104,7/30/2024,P_013,2,10
112402,107,7/30/2024,P_044,1,5
112403,104,07-12-2024,P_023,2,0
112403,106,07-12-2024,P_036,1,5
112403,108,07-12-2024,P_024,2,5
112404,107,07-01-2024,P_020,3,0
112405,105,07-03-2024,P_038,2,15
112406,108,7/30/2024,P_019,3,0
112406,101,7/30/2024,P_014,2,0
112407,106,07-04-2024,P_016,4,20
112408,106,07-01-2024,P_041,4,10
112409,106,07-03-2024,P_002,5,15
112410,102,07-12-2024,P_017,3,5
112410,108,07-12-2024,P_022,1,10
112411,108,07-03-2024,P_021,5,20
112411,104,07-03-2024,P_044,5,0
112412,108,7/21/2024,P_044,4,5
112412,102,7/21/2024,P_041,1,0
112413,108,7/25/2024,P_049,2,10
112413,107,7/25/2024,P_018,4,10
112413,102,7/25/2024,P_040,1,15
112414,104,07-01-2024,P_004,4,15
112414,105,07-01-2024,P_002,4,5
112414,107,07-01-2024,P_015,4,10
112415,106,07-07-2024,P_035,4,5
112416,106,07-09-2024,P_038,5,15
112417,102,07-07-2024,P_004,5,15
112417,104,07-07-2024,P_045,1,10
112418,106,7/22/2024,P_024,3,5
112418,103,7/22/2024,P_036,5,5
112418,106,7/22/2024,P_032,2,10
112419,108,7/25/2024,P_046,1,0
112420,107,07-12-2024,P_045,1,5
112421,106,07-02-2024,P_013,5,0
112421,105,07-02-2024,P_009,5,20
112422,108,07-09-2024,P_039,3,0
112423,102,7/19/2024,P_014,2,0
112424,106,7/19/2024,P_026,1,15
112425,104,7/16/2024,P_019,1,10
112426,103,7/23/2024,P_005,1,10
112427,102,07-08-2024,P_012,2,20
112428,103,07-10-2024,P_049,4,20
112429,107,7/27/2024,P_034,5,10
112429,106,7/27/2024,P_049,4,10
112430,107,07-09-2024,P_047,4,0
112431,106,07-09-2024,P_016,1,5
112432,101,7/13/2024,P_015,1,0
112433,104,07-09-2024,P_006,4,20
112434,107,07-08-2024,P_006,3,15
112434,103,07-08-2024,P_021,2,10
112435,103,07-12-2024,P_030,5,20
112436,107,07-08-2024,P_018,4,20
112437,105,8/28/2024,P_017,1,10
112438,105,8/23/2024,P_038,4,10
112438,108,8/23/2024,P_049,4,0
112438,101,8/23/2024,P_003,5,0
112439,107,8/13/2024,P_046,4,10
112440,103,8/27/2024,P_039,4,15
112441,102,8/14/2024,P_033,4,5
112442,107,08-03-2024,P_031,5,0
112443,107,08-09-2024,P_015,5,5
112443,102,08-09-2024,P_014,3,5
112444,108,8/21/2024,P_046,3,15
112445,106,8/16/2024,P_020,1,15
112445,107,8/16/2024,P_008,1,5
112445,101,8/16/2024,P_045,5,5
112446,106,8/21/2024,P_035,4,15
112447,102,08-03-2024,P_009,5,10
112447,106,08-03-2024,P_028,4,15
112448,108,08-04-2024,P_045,2,5
112449,105,08-01-2024,P_050,2,10
112449,105,08-01-2024,P_031,5,10
112449,103,08-01-2024,P_009,5,20
112450,101,8/20/2024,P_024,4,15
112451,101,8/18/2024,P_035,4,5
112451,108,8/18/2024,P_024,4,5
112451,101,8/18/2024,P_022,4,5
112452,108,8/15/2024,P_015,5,20
112453,104,8/20/2024,P_041,3,0
112453,104,8/20/2024,P_047,3,0
112454,108,08-01-2024,P_016,2,15
112455,101,8/22/2024,P_012,3,0
112456,103,08-05-2024,P_034,3,5
112456,107,08-05-2024,P_007,4,20
112456,107,08-05-2024,P_015,2,5
112457,102,8/14/2024,P_010,1,20
112457,106,8/14/2024,P_002,5,10
112458,102,8/16/2024,P_009,1,10
112459,104,8/17/2024,P_007,3,15
112459,103,8/17/2024,P_020,4,0
112460,107,8/13/2024,P_040,1,0
112461,106,08-02-2024,P_008,1,20
112462,106,8/28/2024,P_042,2,5
112462,103,8/28/2024,P_014,5,20
112463,107,8/28/2024,P_028,1,15
112464,103,8/18/2024,P_001,1,20
112465,102,8/14/2024,P_035,1,5
112465,107,8/14/2024,P_039,3,0
112466,101,8/18/2024,P_026,1,15
112466,104,8/18/2024,P_047,2,5
112466,101,8/18/2024,P_042,5,15
112467,108,8/27/2024,P_034,5,15
112467,103,8/27/2024,P_040,1,0
112468,108,08-09-2024,P_005,2,15
112468,107,08-09-2024,P_043,2,0
112469,108,8/13/2024,P_024,3,15
112469,103,8/13/2024,P_017,5,20
112470,101,8/20/2024,P_042,5,10
112471,107,8/28/2024,P_048,1,20
112472,102,8/22/2024,P_010,2,15
112473,101,08-01-2024,P_030,2,20
112473,105,08-01-2024,P_046,3,20
112474,108,8/14/2024,P_021,5,0
112475,101,8/13/2024,P_019,4,0
112475,101,8/13/2024,P_037,1,5
112476,108,8/25/2024,P_005,5,15
112477,106,8/16/2024,P_015,5,15
112477,105,8/16/2024,P_044,2,5
112478,101,08-03-2024,P_011,3,0
112479,106,8/26/2024,P_009,4,10
112479,105,8/26/2024,P_010,5,0
112480,108,08-05-2024,P_011,1,20
112481,106,8/26/2024,P_039,4,20
112482,105,8/26/2024,P_006,3,5
112483,102,8/23/2024,P_031,4,10
112484,103,08-06-2024,P_002,4,20
112485,103,8/25/2024,P_035,5,10
112486,105,8/31/2024,P_008,4,5
112486,102,8/31/2024,P_004,2,10
112487,101,8/26/2024,P_016,2,0
112487,104,8/26/2024,P_041,3,20
112487,101,8/26/2024,P_038,5,10
112488,107,8/21/2024,P_003,5,20
112489,106,8/16/2024,P_009,5,15
112490,101,08-08-2024,P_032,2,0
112491,106,8/30/2024,P_020,2,5
112492,107,8/14/2024,P_050,5,0
112492,106,8/14/2024,P_005,3,20
112492,108,8/14/2024,P_029,3,20
112493,107,08-04-2024,P_019,2,0
112493,104,08-04-2024,P_025,1,5
112494,102,8/25/2024,P_018,5,5
112495,107,8/16/2024,P_017,4,5
112496,103,8/21/2024,P_019,5,15
112496,103,8/21/2024,P_006,4,20
112496,103,8/21/2024,P_018,5,10
112497,104,8/16/2024,P_024,3,15
112498,104,8/24/2024,P_033,2,20
112498,106,8/24/2024,P_045,2,10
112499,104,8/16/2024,P_033,1,0
112500,103,8/18/2024,P_007,1,10
112501,102,08-09-2024,P_023,4,15
112502,105,08-04-2024,P_041,4,20
112503,107,08-11-2024,P_011,5,15
112503,108,08-11-2024,P_025,2,10
112504,102,8/18/2024,P_007,4,5
112505,108,8/15/2024,P_002,2,15
112505,108,8/15/2024,P_013,4,0
112506,102,8/23/2024,P_033,3,10
112507,107,8/20/2024,P_003,3,20
112508,106,8/21/2024,P_028,2,15
112509,105,08-10-2024,P_046,1,10
112510,101,08-11-2024,P_002,3,10
112510,102,08-11-2024,P_035,2,10
112510,103,08-11-2024,P_031,4,15
112511,104,8/20/2024,P_025,3,10
112512,105,8/27/2024,P_010,2,5
112512,104,8/27/2024,P_002,2,20
112513,102,8/20/2024,P_011,2,5
112514,104,8/23/2024,P_010,1,10
112515,104,8/24/2024,P_032,2,5
112516,104,8/20/2024,P_028,2,15
112516,106,8/20/2024,P_009,5,15
112516,105,8/20/2024,P_030,4,10
112517,105,8/25/2024,P_006,5,10
112518,107,08-09-2024,P_036,1,0
112518,107,08-09-2024,P_032,3,20
112519,103,08-06-2024,P_019,1,15
112520,107,8/19/2024,P_031,3,5
112521,106,08-03-2024,P_003,2,0
112521,103,08-03-2024,P_020,2,20
112522,107,8/25/2024,P_039,2,20
112522,107,8/25/2024,P_029,2,20
112523,107,8/18/2024,P_031,4,15
112523,101,8/18/2024,P_003,5,20
112523,102,8/18/2024,P_004,1,0
112524,103,08-07-2024,P_044,1,10
112525,104,08-12-2024,P_022,5,15
112526,108,8/30/2024,P_044,4,15
112527,102,8/27/2024,P_041,2,0
112527,101,8/27/2024,P_044,5,0
112528,101,08-08-2024,P_018,5,20
112528,108,08-08-2024,P_033,5,5
112529,102,8/26/2024,P_036,1,20
112530,107,8/17/2024,P_007,1,15
112531,107,8/22/2024,P_037,2,5
112531,101,8/22/2024,P_021,2,10
112532,104,8/21/2024,P_044,3,5
112533,107,8/14/2024,P_020,2,15
112534,106,08-07-2024,P_013,3,15
112535,106,8/15/2024,P_009,5,15
112536,102,08-03-2024,P_019,4,0
112537,104,08-09-2024,P_014,3,10
112537,108,08-09-2024,P_046,5,10
112537,107,08-09-2024,P_004,4,0
112538,107,08-03-2024,P_029,3,10
112538,103,08-03-2024,P_028,2,5
112538,101,08-03-2024,P_048,3,5
112539,105,08-03-2024,P_012,1,15
112539,105,08-03-2024,P_024,4,0
112540,105,8/13/2024,P_036,5,15
112541,103,8/28/2024,P_021,3,20
112542,104,08-01-2024,P_014,1,5
112542,108,08-01-2024,P_011,3,5
112543,107,08-06-2024,P_020,5,5
112543,102,08-06-2024,P_031,2,5
112544,107,08-06-2024,P_028,1,20
112544,107,08-06-2024,P_032,1,5
112545,106,8/19/2024,P_031,1,20
112546,104,08-11-2024,P_047,2,10
112547,105,8/15/2024,P_011,5,5
112547,105,8/15/2024,P_004,1,15
112548,106,8/15/2024,P_044,3,5
112549,106,8/22/2024,P_017,5,10
112550,107,8/26/2024,P_001,4,5
112551,104,08-10-2024,P_031,3,20
112552,103,8/14/2024,P_031,1,15
112553,102,8/22/2024,P_008,3,5
112553,106,8/22/2024,P_009,2,5
112554,108,8/31/2024,P_004,5,0
112554,104,8/31/2024,P_006,4,20
112555,108,8/18/2024,P_047,2,15
112556,106,08-05-2024,P_001,2,20
112556,107,08-05-2024,P_006,3,0
112557,108,8/28/2024,P_012,4,5
112558,108,8/21/2024,P_023,5,10
112558,101,8/21/2024,P_017,5,5
112559,103,8/31/2024,P_017,5,5
112560,106,8/23/2024,P_028,2,20
112561,105,08-06-2024,P_023,2,10
112561,101,08-06-2024,P_001,5,10
112562,107,8/19/2024,P_037,3,5
112563,103,08-06-2024,P_005,1,15
112563,108,08-06-2024,P_019,4,10
112564,103,08-06-2024,P_021,3,0
112565,105,08-09-2024,P_017,5,0
112565,101,08-09-2024,P_032,3,0
112565,108,08-09-2024,P_005,3,0
112566,107,8/27/2024,P_030,4,15
112567,105,8/14/2024,P_048,5,5
112567,108,8/14/2024,P_044,3,20
112568,107,08-03-2024,P_028,3,5
112569,106,8/19/2024,P_020,5,5
112570,102,8/20/2024,P_050,4,10
112571,102,8/21/2024,P_040,5,10
112572,108,8/13/2024,P_041,1,0
112573,102,08-04-2024,P_040,2,10
112574,101,8/20/2024,P_042,1,15
112575,107,8/21/2024,P_032,5,5
112575,103,8/21/2024,P_040,1,5
112576,107,8/20/2024,P_027,1,5
112576,101,8/20/2024,P_050,5,20
112577,102,08-02-2024,P_003,1,10
112578,105,8/16/2024,P_004,5,0
112579,102,8/18/2024,P_008,2,10
112580,103,8/27/2024,P_016,2,5
112581,108,8/22/2024,P_012,3,15
112582,103,8/27/2024,P_012,1,20
112583,101,08-05-2024,P_042,1,15
112584,103,8/19/2024,P_008,4,15
112585,107,8/27/2024,P_039,2,5
112586,103,8/15/2024,P_022,3,10
112587,106,08-01-2024,P_048,1,20
112587,101,08-01-2024,P_026,2,5
112588,104,8/26/2024,P_012,4,0
112588,106,8/26/2024,P_046,3,20
112589,104,8/18/2024,P_002,2,10
112589,101,8/18/2024,P_010,2,10
112590,108,08-01-2024,P_036,1,15
112590,106,08-01-2024,P_031,2,10
112591,107,08-10-2024,P_045,5,15
112591,107,08-10-2024,P_015,2,10
112592,105,8/29/2024,P_040,1,5
112593,104,8/27/2024,P_015,5,5
112593,105,8/27/2024,P_039,1,0
112594,102,8/30/2024,P_004,1,0
112595,103,8/24/2024,P_007,1,10
112596,105,08-12-2024,P_003,5,5
112597,104,8/27/2024,P_006,2,20
112598,105,08-01-2024,P_004,3,15
112599,104,8/30/2024,P_020,1,20
112600,101,8/25/2024,P_015,2,15
112601,106,8/27/2024,P_005,2,10
112601,101,8/27/2024,P_024,3,20
112601,107,8/27/2024,P_025,3,20
112602,108,08-10-2024,P_023,1,20
112602,104,08-10-2024,P_040,4,15
112603,102,08-12-2024,P_013,1,15
112604,108,8/25/2024,P_009,4,5
112605,107,8/21/2024,P_013,2,10
112605,102,8/21/2024,P_003,4,20
112605,101,8/21/2024,P_015,4,20
112606,105,8/24/2024,P_017,4,20
112607,104,8/15/2024,P_028,5,10
112607,108,8/15/2024,P_031,4,10
112608,102,8/27/2024,P_030,5,15
112608,105,8/27/2024,P_029,1,5
112609,102,08-11-2024,P_041,4,20
112609,103,08-11-2024,P_033,2,20
112610,104,08-11-2024,P_015,4,5
112611,102,08-01-2024,P_041,3,10
112611,107,08-01-2024,P_002,2,10
112612,104,8/14/2024,P_003,4,20
112613,102,8/17/2024,P_036,5,5
112613,102,8/17/2024,P_001,2,5
112614,108,08-11-2024,P_015,1,0
112615,106,8/20/2024,P_008,5,5
112615,105,8/20/2024,P_032,3,5
112615,104,8/20/2024,P_044,2,15
112616,102,8/23/2024,P_025,4,5
112616,102,8/23/2024,P_047,4,0
112617,108,8/25/2024,P_005,3,15
112618,107,8/17/2024,P_039,1,20
112619,107,8/16/2024,P_009,5,5
112620,108,8/20/2024,P_032,5,0
112621,102,8/29/2024,P_031,4,10
112622,101,08-03-2024,P_044,5,5
112623,108,8/17/2024,P_019,4,10
112624,101,8/26/2024,P_029,2,15
112624,106,8/26/2024,P_014,3,15
112624,102,8/26/2024,P_030,2,20
112625,107,8/15/2024,P_014,5,15
112625,103,8/15/2024,P_024,5,20
112626,107,08-08-2024,P_049,5,15
112626,108,08-08-2024,P_004,3,5
112627,107,8/30/2024,P_006,5,0
112628,103,08-02-2024,P_013,4,10
112628,101,08-02-2024,P_005,3,10
112628,106,08-02-2024,P_021,3,15
112629,106,08-05-2024,P_025,3,5
112630,108,8/23/2024,P_033,1,15
112630,108,8/23/2024,P_031,2,20
112631,108,8/18/2024,P_033,4,15
112632,108,8/18/2024,P_042,3,0
112633,104,8/29/2024,P_038,4,20
112634,108,08-01-2024,P_008,3,5
112634,107,08-01-2024,P_039,2,15
112635,103,8/18/2024,P_010,3,20
112635,107,8/18/2024,P_016,2,20
112636,105,8/18/2024,P_031,1,5
112636,103,8/18/2024,P_041,4,15
112637,103,8/28/2024,P_041,5,15
112638,104,8/19/2024,P_017,3,10
112639,105,8/17/2024,P_041,3,0
112640,85,8/16/2024,P_034,3,0
112640,103,8/16/2024,P_034,1,20
112640,102,8/16/2024,P_034,2,0
112641,105,8/21/2024,P_025,2,15
112641,101,8/21/2024,P_009,4,5
112642,105,8/16/2024,P_012,2,15
112643,105,08-07-2024,P_031,3,15
112644,106,8/27/2024,P_021,4,10
112645,102,8/22/2024,P_023,2,20
112646,108,8/18/2024,P_023,1,5
112646,102,8/18/2024,P_036,3,0
112646,104,8/18/2024,P_014,2,10
112647,101,08-01-2024,P_002,2,20
112648,104,08-04-2024,P_026,2,20
112649,102,8/20/2024,P_018,5,20
112649,105,8/20/2024,P_027,3,5
112650,102,08-11-2024,P_039,4,20
112651,105,8/18/2024,P_019,4,20
112651,102,8/18/2024,P_029,1,20
112652,104,8/27/2024,P_019,1,0
112653,101,8/20/2024,P_040,1,20
112654,107,8/18/2024,P_048,1,15
112655,105,08-04-2024,P_001,1,0
112656,106,8/18/2024,P_047,2,0
112657,106,8/23/2024,P_043,5,10
112658,101,08-07-2024,P_016,3,0
112659,107,8/27/2024,P_017,3,20
112659,108,8/27/2024,P_015,2,5
112660,107,08-08-2024,P_010,5,15
112661,106,8/26/2024,P_044,5,0
112662,104,8/28/2024,P_037,4,0
112662,104,8/28/2024,P_048,4,0
112662,105,8/28/2024,P_049,1,15
112663,103,08-07-2024,P_003,1,15
112663,108,08-07-2024,P_047,3,5
112663,102,08-07-2024,P_026,5,15
112664,106,8/28/2024,P_040,5,15
112664,106,8/28/2024,P_029,3,10
112665,103,08-04-2024,P_006,3,15
112666,107,08-08-2024,P_002,5,0
112667,108,8/20/2024,P_036,5,15
112668,108,08-04-2024,P_023,5,20
112668,105,08-04-2024,P_047,2,5
112669,102,8/30/2024,P_018,2,5
112669,107,8/30/2024,P_007,5,0
112670,101,8/13/2024,P_040,2,0
112670,106,8/13/2024,P_015,1,10
112671,106,08-03-2024,P_030,1,20
112671,102,08-03-2024,P_015,2,20
112671,108,08-03-2024,P_040,4,10
112672,101,8/24/2024,P_001,1,5
112672,106,8/24/2024,P_032,5,0
112673,103,8/24/2024,P_004,5,5
112673,105,8/24/2024,P_030,2,15
112674,105,8/17/2024,P_040,4,0
112675,101,8/27/2024,P_033,1,5
112676,101,8/26/2024,P_044,4,20
112676,104,8/26/2024,P_007,3,0
112677,104,08-01-2024,P_004,1,5
112678,108,8/21/2024,P_015,3,0
112679,105,8/17/2024,P_013,3,15
112680,107,8/28/2024,P_026,3,10
112680,102,8/28/2024,P_037,5,20
112681,103,08-07-2024,P_019,4,15
112682,108,08-05-2024,P_030,4,20
112683,105,8/28/2024,P_048,2,5
112683,104,8/28/2024,P_027,5,15
112684,105,8/30/2024,P_038,5,0
112685,106,8/30/2024,P_013,2,0
112686,108,8/15/2024,P_024,2,10
112687,108,8/24/2024,P_007,5,10
112687,108,8/24/2024,P_005,4,5
112688,102,8/31/2024,P_046,2,15
112689,105,08-01-2024,P_020,1,10
112690,108,08-12-2024,P_022,2,20
112691,103,8/14/2024,P_034,3,15
112692,104,08-10-2024,P_029,2,15
112693,103,08-05-2024,P_023,1,15
112693,103,08-05-2024,P_021,4,15
112693,108,08-05-2024,P_024,1,20
112694,102,8/17/2024,P_002,1,15
112694,103,8/17/2024,P_011,1,15
112695,105,08-09-2024,P_020,5,20
112696,107,8/29/2024,P_008,4,10
112697,105,8/21/2024,P_028,3,20
112698,104,8/28/2024,P_039,5,10
112699,105,08-02-2024,P_048,2,0
112700,107,8/20/2024,P_003,5,0
112701,108,08-03-2024,P_041,2,5
112701,104,08-03-2024,P_005,3,20
112702,106,8/22/2024,P_015,2,5
112702,108,8/22/2024,P_009,1,10
112702,101,8/22/2024,P_023,3,20
112703,106,8/14/2024,P_040,2,20
112704,106,08-11-2024,P_003,4,5
112704,108,08-11-2024,P_031,3,10
112704,102,08-11-2024,P_031,1,0
112705,103,08-05-2024,P_038,3,15
112705,104,08-05-2024,P_003,2,5
112705,108,08-05-2024,P_039,3,10
112706,108,8/14/2024,P_043,4,0
112707,102,8/25/2024,P_047,2,10
112707,107,8/25/2024,P_010,4,0
112707,106,8/25/2024,P_046,3,15
112708,103,8/26/2024,P_038,2,20
112709,101,08-03-2024,P_049,2,10
112710,108,8/18/2024,P_038,1,5
112711,103,8/22/2024,P_039,3,0
112712,104,08-12-2024,P_024,2,0
112713,102,8/22/2024,P_017,1,5
112713,108,8/22/2024,P_002,3,20
112714,105,08-01-2024,P_010,5,20
112715,103,08-06-2024,P_042,3,5
112716,101,08-05-2024,P_011,2,0
112716,104,08-05-2024,P_026,5,5
112717,106,08-01-2024,P_008,2,10
112718,104,08-02-2024,P_001,3,20
112718,102,08-02-2024,P_001,4,15
112719,106,08-07-2024,P_050,5,5
112720,102,8/27/2024,P_014,3,15
112721,105,08-06-2024,P_033,3,5
112722,103,8/30/2024,P_037,3,20
112722,108,8/30/2024,P_034,4,0
112722,102,8/30/2024,P_002,1,10
112723,106,8/27/2024,P_028,2,20
112723,101,8/27/2024,P_034,3,0
112724,104,08-10-2024,P_018,2,20
112724,105,08-10-2024,P_001,3,20
112725,108,8/17/2024,P_017,1,0
112726,107,08-07-2024,P_047,3,0
112727,107,08-02-2024,P_047,2,5
112728,101,8/18/2024,P_007,3,15
112729,105,08-04-2024,P_016,5,15
112729,101,08-04-2024,P_038,2,0
112730,104,8/13/2024,P_026,1,15
112730,105,8/13/2024,P_022,3,20
112731,103,8/17/2024,P_019,1,20
112732,104,8/23/2024,P_041,5,0
112732,102,8/23/2024,P_006,1,0
112733,106,08-04-2024,P_008,5,20
112733,108,08-04-2024,P_045,2,10
112733,108,08-04-2024,P_040,1,20
112734,105,8/28/2024,P_040,1,20
112735,108,8/31/2024,P_049,2,10
112735,103,8/31/2024,P_009,2,20
112735,106,8/31/2024,P_050,2,5
112736,106,8/25/2024,P_015,1,5
112737,103,8/24/2024,P_017,4,0
112738,106,8/25/2024,P_041,4,20
112739,105,08-04-2024,P_025,5,10
112739,104,08-04-2024,P_004,5,0
112739,102,08-04-2024,P_008,4,5
112740,106,8/16/2024,P_016,1,0
112740,104,8/16/2024,P_029,1,0
112740,103,8/16/2024,P_040,1,10
112741,105,08-07-2024,P_045,1,15
112741,107,08-07-2024,P_044,1,15
112742,102,8/15/2024,P_035,4,15
112742,105,8/15/2024,P_012,1,0
112743,102,8/15/2024,P_049,2,5
112744,104,8/31/2024,P_043,1,0
112744,103,8/31/2024,P_023,3,5
112745,104,08-04-2024,P_028,4,15
112745,108,08-04-2024,P_010,1,10
112745,101,08-04-2024,P_043,2,5
112746,102,08-10-2024,P_003,2,0
112746,103,08-10-2024,P_018,3,10
112747,108,08-05-2024,P_027,3,15
112747,102,08-05-2024,P_027,4,0
112747,108,08-05-2024,P_004,5,20
112748,102,8/22/2024,P_007,5,20
112749,102,8/29/2024,P_005,2,0
112750,102,8/21/2024,P_022,4,10
112750,108,8/21/2024,P_023,2,20
112750,105,8/21/2024,P_023,1,15
112751,104,8/22/2024,P_033,3,15
112752,107,8/24/2024,P_034,3,20
112752,101,8/24/2024,P_024,5,10
112753,103,8/31/2024,P_050,1,10
112753,104,8/31/2024,P_037,1,15
112753,101,8/31/2024,P_050,3,0
112754,102,8/25/2024,P_034,4,5
112755,101,08-10-2024,P_008,2,10
112755,101,08-10-2024,P_020,4,15
112756,104,08-08-2024,P_015,2,0
112757,107,8/13/2024,P_040,3,20
112758,105,08-03-2024,P_004,1,0
112758,107,08-03-2024,P_026,4,10
112759,108,8/21/2024,P_047,2,5
112759,101,8/21/2024,P_015,2,0
112760,104,08-01-2024,P_036,4,0
112761,101,08-11-2024,P_025,2,15
112761,101,08-11-2024,P_007,5,15
112762,105,8/17/2024,P_014,2,20
112762,101,8/17/2024,P_035,1,10
112763,107,08-04-2024,P_019,3,5
112764,107,08-11-2024,P_005,4,15
112765,104,08-12-2024,P_012,2,0
112766,102,08-11-2024,P_048,1,0
112767,101,8/29/2024,P_029,5,20
112767,101,8/29/2024,P_024,5,10
112768,105,08-10-2024,P_033,2,10
112769,102,08-07-2024,P_021,4,20
112769,102,08-07-2024,P_025,4,15
112770,106,8/18/2024,P_006,5,5
112771,107,08-04-2024,P_013,1,0
112772,107,08-01-2024,P_012,5,5
112773,107,08-04-2024,P_038,4,20
112774,104,8/27/2024,P_036,1,5
112774,106,8/27/2024,P_003,5,10
112775,107,8/24/2024,P_022,3,5
112775,106,8/24/2024,P_001,3,15
112776,101,8/23/2024,P_030,3,20
112776,105,8/23/2024,P_031,2,0
112777,101,08-04-2024,P_041,3,5
112777,107,08-04-2024,P_022,2,5
112778,103,8/16/2024,P_030,2,10
112779,105,8/29/2024,P_002,3,15
112779,106,8/29/2024,P_034,2,15
112780,101,8/20/2024,P_014,4,15
112780,103,8/20/2024,P_043,4,20
112780,107,8/20/2024,P_002,3,20
112781,103,8/30/2024,P_042,3,20
112782,107,8/21/2024,P_039,3,20
112783,107,8/21/2024,P_004,1,20
112784,103,8/19/2024,P_005,4,20
112784,102,8/19/2024,P_044,5,0
112785,105,08-09-2024,P_010,3,20
112786,105,8/13/2024,P_040,5,15
112787,103,8/23/2024,P_005,4,5
112788,105,8/29/2024,P_025,5,15
112789,101,8/28/2024,P_021,3,20
112789,104,8/28/2024,P_015,2,5
112790,105,08-09-2024,P_011,3,10
112790,102,08-09-2024,P_038,5,20
112791,104,08-03-2024,P_014,4,5
112791,106,08-03-2024,P_005,1,0
112792,108,08-08-2024,P_008,3,20
112793,105,8/13/2024,P_027,3,5
112794,108,08-05-2024,P_009,4,15
112795,108,8/19/2024,P_005,3,20
112795,103,8/19/2024,P_029,3,5
112795,107,8/19/2024,P_026,2,5
112796,108,08-07-2024,P_038,4,0
112797,106,08-03-2024,P_004,4,15
112798,103,08-08-2024,P_017,1,0
112798,104,08-08-2024,P_014,4,10
112799,106,8/24/2024,P_008,1,15
112800,108,8/29/2024,P_001,4,20
112800,107,8/29/2024,P_024,1,15
112800,104,8/29/2024,P_026,1,15
112801,102,08-04-2024,P_036,1,0
112801,105,08-04-2024,P_009,5,10
112802,108,08-11-2024,P_013,4,15
112803,106,08-05-2024,P_010,1,20
112804,101,8/21/2024,P_009,2,5
112805,108,08-08-2024,P_014,1,20
112805,107,08-08-2024,P_021,2,5
112806,102,08-08-2024,P_032,4,0
112807,101,8/21/2024,P_031,2,10
112808,105,8/25/2024,P_031,2,15
112808,102,8/25/2024,P_003,5,10
112809,106,8/20/2024,P_043,1,20
112810,107,8/17/2024,P_034,1,20
112811,104,08-02-2024,P_035,5,20
112811,102,08-02-2024,P_046,5,10
112812,107,08-07-2024,P_045,1,15
112812,106,08-07-2024,P_032,3,10
112813,104,8/28/2024,P_022,4,5
112813,106,8/28/2024,P_009,2,15
112814,105,8/30/2024,P_020,2,15
112814,103,8/30/2024,P_019,1,10
112815,102,08-01-2024,P_018,3,10
112815,102,08-01-2024,P_003,3,10
112816,107,08-06-2024,P_014,2,20
112816,102,08-06-2024,P_017,3,10
112817,107,08-12-2024,P_026,4,0
112818,104,08-05-2024,P_044,1,0
112818,107,08-05-2024,P_003,5,10
112819,104,8/17/2024,P_010,2,10
112820,108,8/23/2024,P_023,2,0
112821,103,8/28/2024,P_002,5,10
112822,108,8/27/2024,P_007,5,0
112823,106,8/17/2024,P_042,4,0
112824,107,8/25/2024,P_033,4,10
112825,104,08-05-2024,P_017,5,15
112826,108,8/29/2024,P_034,1,20
112826,104,8/29/2024,P_037,5,20
112827,104,8/28/2024,P_024,3,15
112827,104,8/28/2024,P_001,1,5
112828,103,8/17/2024,P_003,5,10
112828,105,8/17/2024,P_050,2,5
112829,107,8/23/2024,P_021,2,20
112829,104,8/23/2024,P_023,4,20
112829,105,8/23/2024,P_001,1,10
